#########!#########!#########!#########!#########!#########!#########!#########!#########!#########!#########!#########!#########!#########!#########!#########!#########!#########!#########!#########!#
#
#   Environmental Data for
#   ACCESS_NH3 simulations
#
#   xa    - NH3 at Zhi (ppbv)               ppfd  - photosynthetic photon flux (umol/m2-s)
#   tak   - air temp at Zhi (K)             nrad  - net solar radiation (W/m2)
#   ts05k - soil temp at 2cm (K)            ustar - friction velocity (m/s)
#   ts55k - soil temp at 55cm (K)           lewm2 - latent heat flux (W/m2)
#   pmb   - air pressure (mbar)             hwm2  - sensible heat flux (W/m2)
#   ubar  - mean wind speed at Zhi (m/s)    gwm2  - soil heat flux (W/m2)
#   rh    - relative humidity (%)           soilm - volumetric soil moisture (m3/m3)
#
#########!#########!#########!#########!#########!#########!#########!#########!#########!#########!#########!#########!#########!#########!#########!#########!#########!#########!#########!#########!#
Coweeta 2016/04/23 - 2016/04/24
#
#  date     time        xa           tak         ts05k        ts55k         pmb         ubar          rh          ppfd         nrad         ustar        lewm2        hwm2         gwm2         soilm    
2016-04-23 00:00:00  0.00000e+00  2.83777e+02  2.85800e+02  2.84920e+02  9.30726e+02  6.05708e-01  8.96658e+01  0.00000e+00 -2.12717e+00  1.57240e-01  3.73045e+00 -1.11659e-01  7.50816e-01  2.58791e-01
2016-04-23 01:00:00  0.00000e+00  2.83499e+02  2.85700e+02  2.84900e+02  9.30530e+02  8.17022e-01  8.83904e+01  0.00000e+00 -8.36379e-01  1.37288e-01  2.57234e+00  1.00118e+00  5.10133e-01  2.58498e-01
2016-04-23 02:00:00  0.00000e+00  2.83526e+02  2.85620e+02  2.84900e+02  9.30422e+02  8.83884e-01  8.81207e+01  0.00000e+00 -7.09743e-01  1.87466e-01  1.95018e+00 -2.73165e+00  2.73281e-01  2.58247e-01
2016-04-23 03:00:00  0.00000e+00  2.83426e+02  2.85570e+02  2.84910e+02  9.30338e+02  1.05629e+00  8.81306e+01  0.00000e+00 -1.10277e+00  1.32043e-01  1.00250e+01  1.76542e-01  4.61170e-02  2.58014e-01
2016-04-23 04:00:00  0.00000e+00  2.83481e+02  2.85510e+02  2.84920e+02  9.30229e+02  6.57959e-01  8.83612e+01  0.00000e+00 -3.43875e+00  1.75744e-01  2.10324e+00 -1.19599e+01 -1.32491e-01  2.57757e-01
2016-04-23 05:00:00  0.00000e+00  2.82643e+02  2.85420e+02  2.84890e+02  9.30466e+02  7.63657e-01  8.70609e+01  1.34846e+00 -6.90132e+00  1.17171e-01  1.25861e+01  1.05656e+01 -2.94805e-01  2.57517e-01
2016-04-23 06:00:00  0.00000e+00  2.83381e+02  2.85300e+02  2.84830e+02  9.30833e+02  6.63282e-01  8.64428e+01  3.56640e+01 -1.82877e+00  2.00902e-01 -3.86093e-01 -4.59063e+01 -4.91748e-01  2.57278e-01
2016-04-23 07:00:00  0.00000e+00  2.86269e+02  2.85350e+02  2.84940e+02  9.31054e+02  8.39522e-01  8.85208e+01  2.00155e+02  9.07946e+01  3.17575e-01  1.24987e+02  9.96506e+00 -7.72423e-01  2.57047e-01
2016-04-23 08:00:00  0.00000e+00  2.87568e+02  2.85580e+02  2.85240e+02  9.31467e+02  1.31523e+00  8.22527e+01  7.51162e+02  3.55379e+02  5.81840e-01  1.46475e+02  2.10937e+02 -8.66184e-01  2.56840e-01
2016-04-23 09:00:00  0.00000e+00  2.88783e+02  2.86300e+02  2.85920e+02  9.31930e+02  1.86328e+00  6.07461e+01  1.10140e+03  5.77048e+02  4.97727e-01  1.26252e+02  2.92158e+02 -3.43587e-01  2.56633e-01
