#########!#########!#########!#########!#########!#########!#########!#########!#########!#########!#########!#########!#########!#########!#########!#########!#########!#########!#########!#########!#
#
#   Environmental Data for
#   ACCESS_NH3 simulations
#
#   xa    - NH3 at Zhi (ug/m3)              ppfd  - photosynthetic photon flux (umol/m2-s)
#   tak   - air temp at Zhi (K)             nrad  - net solar radiation (W/m2)
#   ts05k - soil temp at 2cm (K)            ustar - friction velocity (m/s)
#   ts55k - soil temp at 55cm (K)           lewm2 - latent heat flux (W/m2)
#   pmb   - air pressure (mbar)             hwm2  - sensible heat flux (W/m2)
#   ubar  - mean wind speed at Zhi (m/s)    gwm2  - soil heat flux (W/m2)
#   rh    - relative humidity (%)           soilm - volumetric soil moisture (m3/m3)
#
#########!#########!#########!#########!#########!#########!#########!#########!#########!#########!#########!#########!#########!#########!#########!#########!#########!#########!#########!#########!#
Coweeta July 19-21, 2016
#
#  date     time        xa           tak         ts05k        ts55k         pmb         ubar          rh          ppfd         nrad         ustar        lewm2        hwm2         gwm2         soilm    
2016-07-19 00:00:00  0.02900e+00  2.92570e+02  2.92820e+02  2.91560e+02  9.40788e+02  1.03717e+00  8.49159e+01  0.00000e+00 -5.32206e+01  7.16023e-02 -1.09007e+00 -4.35657e-01  1.81728e+00  2.44146e-01
2016-07-19 01:00:00  0.03000e+00  2.92215e+02  2.92720e+02  2.91560e+02  9.40521e+02  4.22551e-01  8.55635e+01  0.00000e+00 -4.86471e+01  7.22984e-02 -8.48653e+00 -5.05486e+00  1.31673e+00  2.43739e-01
2016-07-19 02:00:00  0.02300e+00  2.92050e+02  2.92650e+02  2.91580e+02  9.40376e+02  6.94746e-01  8.55159e+01  0.00000e+00 -3.61844e+01  9.69107e-02 -4.43820e+00 -3.72243e+00  8.59493e-01  2.43339e-01
2016-07-19 03:00:00  0.03200e+00  2.91804e+02  2.92570e+02  2.91590e+02  9.40363e+02  6.80122e-01  8.56439e+01  0.00000e+00 -3.12116e+01  5.04456e-02 -1.32313e+00 -2.00206e+00  4.56680e-01  2.42950e-01
2016-07-19 04:00:00  0.02700e+00  2.91519e+02  2.92480e+02  2.91590e+02  9.40523e+02  5.46309e-01  8.58254e+01  0.00000e+00 -2.61103e+01  1.02122e-01 -3.87146e+00 -1.49743e+00  8.75678e-02  2.42580e-01
2016-07-19 05:00:00  0.02800e+00  2.91806e+02  2.92410e+02  2.91600e+02  9.40893e+02  4.52159e-01  8.54929e+01  1.12790e+01 -1.08680e+01  7.28039e-02  1.65176e+01  1.00681e+01 -2.34650e-01  2.42218e-01
2016-07-19 06:00:00  0.03000e+00  2.93037e+02  2.92390e+02  2.91670e+02  9.41231e+02  5.26697e-01  8.50305e+01  1.20192e+02  5.04344e+01  1.37885e-01  1.09991e+01  9.35337e+00 -4.62635e-01  2.41864e-01
2016-07-19 07:00:00  0.02200e+00  2.94845e+02  2.92420e+02  2.91770e+02  9.41796e+02  8.98771e-01  8.35004e+01  3.75990e+02  1.70288e+02  2.87552e-01  1.60507e+02  1.54590e+02 -4.63047e-01  2.41523e-01
2016-07-19 08:00:00  0.02700e+00  2.97632e+02  2.92490e+02  2.91870e+02  9.42149e+02  1.26712e+00  8.11831e+01  1.07226e+03  3.42005e+02  2.03534e-01  1.93825e+02  1.53931e+02 -1.43484e-01  2.41177e-01
2016-07-19 09:00:00  0.02600e+00  3.00440e+02  2.92650e+02  2.92000e+02  9.42033e+02  1.04062e+00  7.31314e+01  1.55959e+03  5.13258e+02  2.30041e-01  3.30085e+02  6.58337e+01  4.94040e-01  2.40751e-01
2016-07-19 10:00:00  0.14200e+00  3.02006e+02  2.92650e+02  2.91950e+02  9.41647e+02  1.48645e+00  6.46484e+01  1.89900e+03  6.50120e+02  3.27949e-01  3.83941e+02  1.35875e+02  1.42516e+00  2.40142e-01
2016-07-19 11:00:00  0.19600e+00  3.02704e+02  2.92830e+02  2.92010e+02  9.41207e+02  1.06574e+00  5.32748e+01  2.13860e+03  7.43918e+02  4.32642e-01  7.40119e+02  7.96994e+01  2.62542e+00  2.39344e-01
2016-07-19 12:00:00  0.31200e+00  3.02402e+02  2.92780e+02  2.91790e+02  9.40535e+02  1.10160e+00  4.02531e+01  2.00421e+03  7.04116e+02  6.38361e-01  3.01533e+02  1.45329e+02  3.77167e+00  2.38375e-01
2016-07-19 13:00:00  0.32700e+00  3.01258e+02  2.92960e+02  2.91800e+02  9.40016e+02  2.74146e+00  4.07356e+01  2.23111e+03  7.86171e+02  4.21101e-01  3.89877e+02 -1.23287e+02  4.61133e+00  2.37373e-01
2016-07-19 14:00:00  0.22700e+00  3.00187e+02  2.92830e+02  2.91530e+02  9.39769e+02  1.45469e+00  4.20525e+01  1.01413e+03  3.37317e+02  3.06017e-01  6.26791e+02 -1.27834e+01  5.30111e+00  2.36423e-01
2016-07-19 15:00:00  0.19400e+00  3.00869e+02  2.92940e+02  2.91560e+02  9.39395e+02  1.11037e+00  6.06164e+01  1.28390e+03  4.57886e+02  4.37043e-01  4.14692e+02  9.51354e+01  5.38011e+00  2.35752e-01
2016-07-19 16:00:00  0.13000e+00  3.00315e+02  2.93120e+02  2.91680e+02  9.39059e+02  1.22744e+00  6.05820e+01  1.23129e+03  4.14912e+02  3.69376e-01  3.20173e+02 -2.95578e+01  5.35791e+00  2.35084e-01
2016-07-19 17:00:00  0.15300e+00  3.00184e+02  2.93130e+02  2.91610e+02  9.38524e+02  1.05830e+00  5.62439e+01  5.92654e+02  8.89907e+01  1.90905e-01  1.54464e+02  9.64202e+01  5.39343e+00  2.34413e-01
2016-07-19 18:00:00  0.17200e+00  2.98473e+02  2.93210e+02  2.91660e+02  9.38454e+02  7.91929e-01  6.64055e+01  3.52030e+02  2.49837e+01  2.88857e-01  2.90282e+01  2.82405e+01  5.26563e+00  2.33868e-01
