#########!#########!#########!#########!#########!#########!#########!#########!#########!#########!#########!#########!#########!#########!#########!#########!#########!#########!#########!#########!#
#
#   Environmental Data for
#   ACCESS_NH3 simulations
#
#   xa    - NH3 at Zhi (ug/m3)              ppfd  - photosynthetic photon flux (umol/m2-s)
#   tak   - air temp at Zhi (K)             nrad  - net solar radiation (W/m2)
#   ts05k - soil temp at 2cm (K)            ustar - friction velocity (m/s)
#   ts55k - soil temp at 55cm (K)           lewm2 - latent heat flux (W/m2)
#   pmb   - air pressure (mbar)             hwm2  - sensible heat flux (W/m2)
#   ubar  - mean wind speed at Zhi (m/s)    gwm2  - soil heat flux (W/m2)
#   rh    - relative humidity (%)           soilm - volumetric soil moisture (m3/m3)
#
#########!#########!#########!#########!#########!#########!#########!#########!#########!#########!#########!#########!#########!#########!#########!#########!#########!#########!#########!#########!#
Coweeta July 28-30, 2016
#
#  date     time        xa           tak         ts05k        ts55k         pmb         ubar          rh          ppfd         nrad         ustar        lewm2        hwm2         gwm2         soilm    
2016-07-28 00:00:00  0.04100e+00  2.94894e+02  2.93820e+02  2.92180e+02  9.34322e+02  1.05284e+00  8.58555e+01  0.00000e+00 -5.12523e+01  1.35058e-01 -1.67100e+01 -1.95911e+01  2.65923e+00  1.87666e-01
2016-07-28 01:00:00  0.03000e+00  2.94593e+02  2.93760e+02  2.92220e+02  9.34176e+02  8.61199e-01  8.66529e+01  0.00000e+00 -4.81091e+01  1.11959e-01 -6.12233e+00 -4.00031e+00  2.15325e+00  1.87598e-01
2016-07-28 02:00:00  0.03400e+00  2.94220e+02  2.93680e+02  2.92230e+02  9.33820e+02  6.40839e-01  8.80616e+01  0.00000e+00 -5.16136e+01  2.20774e-01 -2.67329e+01 -1.99143e+01  1.71763e+00  1.87547e-01
2016-07-28 03:00:00  0.02500e+00  2.94102e+02  2.93600e+02  2.92250e+02  9.33580e+02  7.37690e-01  8.84539e+01  0.00000e+00 -4.17774e+01  1.13767e-01 -1.72786e+01 -1.10913e+01  1.33237e+00  1.87493e-01
2016-07-28 04:00:00  0.02900e+00  2.93773e+02  2.93530e+02  2.92270e+02  9.33444e+02  9.18000e-01  8.85024e+01  0.00000e+00 -3.70341e+01  7.70733e-02 -1.90286e+01 -1.05621e+01  1.02641e+00  1.87443e-01
2016-07-28 05:00:00  0.04500e+00  2.93929e+02  2.93430e+02  2.92270e+02  9.33523e+02  1.24226e+00  8.76571e+01  7.50718e+00 -4.93322e+01  1.23559e-01  8.10101e+00  2.69573e+00  7.71770e-01  1.87396e-01
2016-07-28 06:00:00  0.04300e+00  2.95732e+02  2.93390e+02  2.92310e+02  9.33701e+02  7.07661e-01  8.70671e+01  7.48435e+01  3.26858e+01  1.16988e-01 -2.69811e+01  1.84456e+00  5.41836e-01  1.87350e-01
2016-07-28 07:00:00  0.04100e+00  2.97567e+02  2.93440e+02  2.92420e+02  9.33610e+02  6.48823e-01  8.35441e+01  5.37696e+02  1.95383e+02  2.76564e-01  1.34024e+02  8.06375e+00  4.66503e-01  1.87293e-01
2016-07-28 08:00:00  0.03600e+00  2.98703e+02  2.93510e+02  2.92520e+02  9.33596e+02  1.30926e+00  7.29087e+01  5.51473e+02  1.87858e+02  3.91488e-01  1.95806e+02  6.34585e+01  7.51610e-01  1.87174e-01
2016-07-28 09:00:00  0.03000e+00  2.99857e+02  2.93550e+02  2.92560e+02  9.33423e+02  1.71945e+00  6.88629e+01  9.58704e+02  3.55516e+02  5.90213e-01 -6.29666e+01  1.00481e+02  1.36569e+00  1.86964e-01
2016-07-28 10:00:00  0.09400e+00  3.00398e+02  2.93580e+02  2.92520e+02  9.33263e+02  1.37153e+00  5.96314e+01  1.49902e+03  5.60390e+02  7.80781e-01  4.40923e+02  1.84475e+02  2.10473e+00  1.86616e-01
2016-07-28 11:00:00  0.09300e+00  3.00261e+02  2.93830e+02  2.92690e+02  9.33127e+02  2.82668e+00  5.18073e+01  2.25315e+03  8.12595e+02  7.37399e-01  4.24057e+02  2.03362e+02  2.84264e+00  1.86119e-01
2016-07-28 12:00:00  0.08500e+00  2.99996e+02  2.93730e+02  2.92480e+02  9.33004e+02  2.51933e+00  4.86392e+01  2.05607e+03  7.47167e+02  7.07628e-01  2.70966e+02  9.10863e+01  3.64317e+00  1.85514e-01
2016-07-28 13:00:00  0.05800e+00  3.00009e+02  2.93700e+02  2.92350e+02  9.32581e+02  2.33565e+00  4.77895e+01  1.37094e+03  5.19957e+02  7.07578e-01  3.21595e+02  6.21530e+01  3.92044e+00  1.84920e-01
2016-07-28 14:00:00  0.03600e+00  2.99823e+02  2.93730e+02  2.92320e+02  9.32308e+02  2.43410e+00  4.87967e+01  1.08614e+03  3.93821e+02  4.71321e-01  3.03813e+02  3.78360e+01  4.13948e+00  1.84308e-01
2016-07-28 15:00:00  0.07300e+00  2.99761e+02  2.93770e+02  2.92290e+02  9.31982e+02  1.89077e+00  5.25405e+01  1.00940e+03  3.68986e+02  5.85332e-01  2.06357e+02  4.91460e+00  4.19003e+00  1.83786e-01
2016-07-28 16:00:00  0.05500e+00  2.99530e+02  2.93810e+02  2.92280e+02  9.31687e+02  1.81357e+00  5.39500e+01  6.58027e+02  2.20640e+02  4.81999e-01  1.56939e+02  1.52878e-01  4.17881e+00  1.83273e-01
2016-07-28 17:00:00  0.08500e+00  2.98908e+02  2.93790e+02  2.92240e+02  9.31426e+02  1.37028e+00  5.84237e+01  3.75877e+02  8.84298e+01  3.23729e-01  7.48695e+01 -4.12089e+01  4.01401e+00  1.82833e-01
2016-07-28 18:00:00  0.05100e+00  2.97597e+02  2.93760e+02  2.92220e+02  9.31404e+02  8.81307e-01  6.38994e+01  8.97117e+01 -1.14192e+01  4.29430e-01  6.41622e+01 -1.23466e+02  3.78572e+00  1.82484e-01
2016-07-28 19:00:00  0.04200e+00  2.97654e+02  2.93660e+02  2.92130e+02  9.31917e+02  1.70893e+00  6.88043e+01  2.83781e+00 -1.14633e+01  6.14937e-01  1.39744e+02 -1.65901e+02  3.45627e+00  1.82243e-01
2016-07-28 20:00:00  0.04200e+00  2.96876e+02  2.93640e+02  2.92150e+02  9.31778e+02  2.99248e+00  7.81312e+01  0.00000e+00 -3.19272e+01  3.60982e-01  4.14434e+01 -5.53887e+01  2.96210e+00  1.82218e-01
2016-07-28 21:00:00  0.02400e+00  2.95874e+02  2.93680e+02  2.92260e+02  9.32148e+02  1.17195e+00  7.38135e+01  0.00000e+00 -1.32366e+01  3.75457e-01  1.21372e+02 -8.53039e+01  2.45233e+00  1.82094e-01
2016-07-28 22:00:00  0.04000e+00  2.95800e+02  2.93660e+02  2.92310e+02  9.32211e+02  6.42680e-01  8.07975e+01  0.00000e+00 -8.77958e+00  2.23203e-01 -2.04167e+01 -1.53703e+01  2.09851e+00  1.81946e-01
2016-07-28 23:00:00  0.05600e+00  2.95500e+02  2.93620e+02  2.92320e+02  9.32216e+02  3.66142e-01  8.32970e+01  0.00000e+00 -6.44309e+00  5.81523e-01 -6.05753e+00 -3.68264e+01  2.03721e+00  1.81912e-01
2016-07-29 00:00:00  0.05000e+00  2.95270e+02  2.93560e+02  2.92300e+02  9.32143e+02  1.09337e+00  8.43563e+01  0.00000e+00 -2.29796e+01  2.87651e-01 -2.86862e+01  4.38924e+00  1.89486e+00  1.81821e-01
2016-07-29 01:00:00  0.06100e+00  2.95193e+02  2.93530e+02  2.92310e+02  9.32187e+02  7.76358e-01  8.63287e+01  0.00000e+00 -1.76249e+01  1.97519e-01 -1.16678e+01 -1.03798e+01  1.76211e+00  1.81759e-01
2016-07-29 02:00:00  0.05500e+00  2.95028e+02  2.93490e+02  2.92310e+02  9.32203e+02  5.79465e-01  8.71659e+01  0.00000e+00 -2.14922e+01  1.33777e-01 -7.68404e+00 -1.85198e+01  1.63983e+00  1.81706e-01
2016-07-29 03:00:00  0.06600e+00  2.94905e+02  2.93440e+02  2.92300e+02  9.32474e+02  6.63387e-01  8.78947e+01  0.00000e+00 -2.49823e+01  1.75610e-01 -1.55995e+01 -1.62792e+01  1.51050e+00  1.81664e-01
2016-07-29 04:00:00  0.04900e+00  2.94356e+02  2.93400e+02  2.92300e+02  9.32593e+02  9.34677e-01  8.83972e+01  0.00000e+00 -3.80444e+01  1.90348e-01 -2.88752e+01 -2.21291e+01  1.37779e+00  1.81616e-01
2016-07-29 05:00:00  0.10100e+00  2.94800e+02  2.93340e+02  2.92270e+02  9.32835e+02  6.65857e-01  8.77690e+01  6.40661e+00 -4.08544e+01  3.18063e-01  1.23975e+00 -5.00401e+01  1.22137e+00  1.81582e-01
